"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"699","일반음식점","07_24_04_P","3360000","3360000-101-2023-00212","2023-09-20","","03","폐업","02","폐업","2024-09-25","","","","","43.32","618-200","부산광역시 강서구 명지동 3598-2 플러스타워","부산광역시 강서구 명지국제1로 56-1, 플러스타워 1층 119호 (명지동)","46726","두근 돼지 김치찜 명지점","2024-09-25 11:12:41","U","2024-09-27 02:40:00","한식","373676.555659244","178835.487786516","한식","0","0","","","","0","0","0","0","0","","0","0","N","43.32","","","",
"700","일반음식점","07_24_04_P","4050000","5620000-101-2023-00278","2023-09-20","","03","폐업","02","폐업","2023-10-09","","","","","84.30","449-715","경기도 용인시 처인구 포곡읍 전대리 310 삼성에버랜드","경기도 용인시 처인구 포곡읍 에버랜드로 199, 삼성에버랜드 장미원","17023","홀랜드빌리지3점","2023-10-10 04:15:11","U","2023-10-12 02:40:00","경양식","219138.424611781","420903.964757574","경양식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","84.3","","","",
"701","일반음식점","07_24_04_P","4050000","5620000-101-2023-00277","2023-09-20","","03","폐업","02","폐업","2023-10-09","","","","0313208352","237.30","449-715","경기도 용인시 처인구 포곡읍 전대리 310 삼성에버랜드","경기도 용인시 처인구 포곡읍 에버랜드로 199, 삼성에버랜드 장미원","17023","레드앤그릴","2023-10-10 04:15:11","U","2023-10-12 02:40:00","경양식","219138.424611781","420903.964757574","경양식","0","0","","","","0","0","0","0","0","","0","0","N","237.3","","","",
"702","일반음식점","07_24_04_P","3740000","3750000-101-2023-00160","2023-10-10","","03","폐업","02","폐업","2023-10-14","","","","","","440-818","경기도 수원시 장안구 영화동 292-40 패션과플라워","경기도 수원시 장안구 정조로934번길 30, 장안문 거북시장길 (영화동)","16269","토끼와거북이","2023-10-15 04:15:09","U","2023-10-17 02:40:00","한식","201197.861338271","421062.508216303","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"703","일반음식점","07_24_04_P","3740000","3750000-101-2023-00159","2023-10-10","","03","폐업","02","폐업","2023-10-14","","","","","","440-818","경기도 수원시 장안구 영화동 285-1","경기도 수원시 장안구 정조로934번길 8, 장안문 거북시장길 (영화동)","16269","짝태&노가리","2023-10-15 04:15:09","U","2023-10-17 02:40:00","한식","201109.924061711","421004.674099805","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"704","일반음식점","07_24_04_P","4040000","4040000-101-2023-00522","2023-10-10","","03","폐업","02","폐업","2023-10-27","","","","","95.43","465-150","경기도 하남시 망월동 1094 e편한세상 시티 미사","경기도 하남시 미사강변중앙로 200, e편한세상 시티 미사 118-1호, 118-2호, 119호 (망월동)","12913","한양화로 미사강변점","2023-10-27 13:31:01","U","2023-10-29 02:40:00","한식","216713.479697453","451381.495905639","한식","0","0","","","","0","0","0","0","0","","0","0","N","95.43","","","",
"705","일반음식점","07_24_04_P","3220000","3220000-101-2023-01561","2023-11-24","","03","폐업","02","폐업","2024-07-19","","","","02  63318460","335.05","135-545","서울특별시 강남구 논현동 200-7 urbanhive","서울특별시 강남구 강남대로 476, urbanhive 지하1,지상1층 (논현동)","06120","팀 홀튼 신논현역점","2024-07-19 15:22:20","U","2024-07-21 02:40:00","기타","202121.293458771","444742.671288826","기타","0","0","","","","0","0","0","0","0","","0","0","N","335.05","","","",
"706","일반음식점","07_24_04_P","3220000","3220000-101-2023-01560","2023-11-24","","03","폐업","02","폐업","2024-07-03","","","","","141.90","135-854","서울특별시 강남구 도곡동 418 다명빌딩","서울특별시 강남구 논현로38길 42, 지상1층 102호 (도곡동)","06296","옥된장 도곡점","2024-07-03 14:16:24","U","2024-07-05 02:40:00","한식","203923.148457189","442601.169322369","한식","0","0","","","","0","0","0","0","0","","0","0","N","141.9","","","",
"707","일반음식점","07_24_04_P","3050000","3050000-101-2023-00441","2023-11-23","","03","폐업","02","폐업","2024-08-07","","","","","6.60","130-865","서울특별시 동대문구 제기동 1019 경동시장","서울특별시 동대문구 고산자로36길 3, 경동시장 신관3층 70203호 (제기동)","02571","롤리곱창","2024-08-07 11:38:20","U","2024-08-10 02:40:00","한식","203403.019535366","452985.725419514","한식","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"708","일반음식점","07_24_04_P","5710000","5730000-101-2023-00462","2023-11-21","","03","폐업","02","폐업","2023-12-18","","","","","78.26","361-819","충청북도 청주시 흥덕구 봉명동 1831","충청북도 청주시 흥덕구 직지대로 609, 1층 101호 (봉명동)","28452","삼삼오오","2023-12-18 16:11:50","U","2023-12-20 02:40:00","한식","241117.555895916","349240.843850967","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","78.26","","","",
"709","일반음식점","07_24_04_P","3220000","3220000-101-2023-01511","2023-11-14","","03","폐업","02","폐업","2024-01-02","","","","","15.00","135-915","서울특별시 강남구 역삼동 669-9","서울특별시 강남구 봉은사로30길 73, 지상2층 8호 (역삼동)","06140","씨피컴퍼니","2024-01-02 09:22:02","U","2024-01-04 02:40:00","경양식","203211.859170789","444523.693911647","경양식","0","0","","","","0","0","0","0","0","","0","0","N","15","","","",
"710","일반음식점","07_24_04_P","3060000","3060000-101-2023-00329","2023-11-14","","03","폐업","02","폐업","2024-02-20","","","","","26.24","131-816","서울특별시 중랑구 면목동 126-3","서울특별시 중랑구 면목로 425, 1층 (면목동)","02146","미&소(ME-SO)","2024-02-20 14:20:10","U","2024-02-22 02:40:00","한식","207611.457702001","454179.804028742","한식","0","0","","","","0","0","0","0","0","","0","0","N","26.24","","","",
"711","일반음식점","07_24_04_P","3560000","3560000-101-2023-00832","2023-11-14","","03","폐업","02","폐업","2024-09-02","","","","","132.00","404-310","인천광역시 서구 당하동 1081-3 2층일부호","인천광역시 서구 청마로51번안길 14, 2층 일부호 (당하동)","22675","만원포차","2024-09-02 13:54:58","U","2024-09-04 02:40:00","한식","171007.7960454","454402.630469551","한식","0","0","","","","0","0","0","0","0","","0","0","Y","132","","","",
"712","일반음식점","07_24_04_P","3560000","3560000-101-2023-00831","2023-11-14","","03","폐업","02","폐업","2024-11-26","","","","","12.87","404-330","인천광역시 서구 금곡동 90-8 공장 일부호","인천광역시 서구 세자봉로 97-12, 공장 1층 일부호 (금곡동)","22607","뚜루실내바다낚시터","2024-11-26 16:29:15","U","2024-11-28 02:40:00","한식","168982.533276527","456687.278686629","한식","0","0","","","","0","0","0","0","0","","0","0","N","12.87","","","",
"713","일반음식점","07_24_04_P","3050000","3050000-101-2020-00406","2020-08-04","","03","폐업","02","폐업","2024-08-05","","","","031 434 5400","29.70","130-821","서울특별시 동대문구 용두동 129-143","서울특별시 동대문구 천호대로24길 41, 1층 (용두동)","02589","셀렉더테이블","2024-08-05 15:03:12","U","2024-08-07 02:40:00","횟집","202912.623697061","452184.706367349","횟집","0","0","","","","0","0","0","0","0","","0","0","N","29.7","","","",
"714","일반음식점","07_24_04_P","4040000","4040000-101-2023-00491","2023-09-20","","03","폐업","02","폐업","2023-09-24","","","","","","465-809","경기도 하남시 신장동 281 미사리경정장·조정카누경기장","경기도 하남시 미사대로 505, 미사경정공원(부스번호: 5,9,10,11,13,14,15,16,17) (신장동)","12900","바이두부","2023-09-25 04:15:09","U","2023-09-27 02:40:00","기타","218962.023770195","449971.391980933","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"715","일반음식점","07_24_04_P","4040000","4040000-101-2023-00490","2023-09-20","","03","폐업","02","폐업","2024-05-17","","","","","50.00","465-170","경기도 하남시 풍산동 543-7","경기도 하남시 미사강변중앙로111번길 60, 지1층 일부호 (풍산동)","12920","더블제이 키친","2024-05-17 16:30:31","U","2024-05-19 02:40:00","기타","216764.386785767","450725.640798793","기타","0","0","","","","0","0","0","0","0","","0","0","N","50","","","",
"716","일반음식점","07_24_04_P","4040000","4040000-101-2023-00489","2023-09-20","","03","폐업","02","폐업","2023-09-24","","","","","","465-809","경기도 하남시 신장동 281 미사리경정장·조정카누경기장","경기도 하남시 미사대로 505, 미사경정공원(부스번호: 12) (신장동)","12900","케이에프씨 위례중앙","2023-09-25 04:15:09","U","2023-09-27 02:40:00","기타","218962.023770195","449971.391980933","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"717","일반음식점","07_24_04_P","4040000","4040000-101-2023-00488","2023-09-20","","03","폐업","02","폐업","2023-09-24","","","","","0.00","465-809","경기도 하남시 신장동 281 미사리경정장·조정카누경기장","경기도 하남시 미사대로 505, 미사경정공원(부스번호: 1.2.3.4.6.7.8) (신장동)","12900","(주)엠케이펍","2023-09-25 04:15:09","U","2023-09-27 02:40:00","기타","218962.023770195","449971.391980933","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"718","일반음식점","07_24_04_P","3230000","3230000-101-2023-00728","2023-09-20","","03","폐업","02","폐업","2024-10-04","","","","","13.48","138-888","서울특별시 송파구 문정동 641-11 한양타워","서울특별시 송파구 법원로11길 12, 한양타워 지하1층 14호 (문정동)","05836","카레온 문정역점","2024-10-04 09:10:11","U","2024-10-06 02:40:00","일식","","","일식","0","0","","","","0","0","0","0","0","","0","0","N","13.48","","","",
"719","일반음식점","07_24_04_P","4840000","4840000-101-2023-00208","2023-09-20","","03","폐업","02","폐업","2023-09-23","","","","","9.00","545-879","전라남도 광양시 중동 1334 일원, 가설건축물 2","","","쁘띠마미수제청 계절음식점","2023-09-24 04:15:21","U","2023-09-26 02:40:00","한식","263789.416238319","160377.231651787","한식","0","0","","","","0","0","0","0","0","","0","0","N","9","","","",
"720","일반음식점","07_24_04_P","5050000","5050000-101-2023-00380","2023-10-10","","03","폐업","02","폐업","2024-10-23","","","","","46.55","780-962","경상북도 경주시 성건동 629-7","경상북도 경주시 금성로396번길 5-1, 1층 (성건동)","38132","더꾸닭꾸 숯불 두마리치킨","2024-10-23 11:33:43","U","2024-10-25 02:40:00","호프/통닭","399325.402343514","263703.573584245","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","46.55","","","",
"721","일반음식점","07_24_04_P","4460000","4460000-101-2023-00044","2023-10-10","","03","폐업","02","폐업","2024-07-15","","","","","57.56","367-805","충청북도 괴산군 괴산읍 동부리 478-23","충청북도 괴산군 괴산읍 읍내로2길 91","28029","불타는 조개구이","2024-07-15 13:21:22","U","2024-07-17 02:40:00","한식","270813.273229813","368167.489147571","한식","0","0","","","","0","0","0","0","0","","0","0","N","57.56","","","",
"722","일반음식점","07_24_04_P","4880000","4880000-101-2023-00075","2023-11-23","","03","폐업","02","폐업","2024-03-15","","","","","23.14","548-802","전라남도 고흥군 고흥읍 남계리 631-20","전라남도 고흥군 고흥읍 고흥로 1738, 1층","59543","마이따","2024-03-15 09:49:30","U","2024-03-17 02:40:00","분식","226000.719851681","123265.599589146","분식","0","0","","","","0","0","0","0","0","","0","0","N","23.14","","","",
"723","일반음식점","07_24_04_P","4400000","4400000-101-2023-00261","2023-11-23","","03","폐업","02","폐업","2024-09-04","","","","","36.00","390-020","충청북도 제천시 남천동 441","충청북도 제천시 풍양로23길 1, 1층 (남천동)","27174","당고라미","2024-09-04 14:14:10","U","2024-09-06 02:40:00","기타","307785.184433128","404455.731946265","기타","0","0","","","","0","0","0","0","0","","0","0","N","36","","","",
"724","일반음식점","07_24_04_P","3230000","3230000-101-2023-00924","2023-11-23","","03","폐업","02","폐업","2023-12-07","","","","","","138-721","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240, 롯데백화점 잠실 지하1층 식품관 행사매장(폴바셋앞) (잠실동)","05554","붕어유랑단","2023-12-08 04:15:09","U","2023-12-10 02:40:00","기타","208589.363343145","445455.90405262","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"725","일반음식점","07_24_04_P","3230000","3230000-101-2023-00923","2023-11-23","","03","폐업","02","폐업","2024-05-07","","","","","30.00","138-841","서울특별시 송파구 삼전동 163","서울특별시 송파구 백제고분로32길 6-33, 1층 103호 (삼전동)","05589","우리의식탁","2024-05-07 14:56:07","U","2024-05-09 02:40:00","분식","208226.741432296","444388.408560393","분식","0","0","","","","0","0","0","0","0","","0","0","N","30","","","",
"726","일반음식점","07_24_04_P","3290000","3290000-101-2023-00460","2023-11-21","","03","폐업","02","폐업","2023-12-19","","","","","53.72","614-080","부산광역시 부산진구 초읍동 645-26","부산광역시 부산진구 동평로223번길 91, 1층 (초읍동)","47132","연미돈","2023-12-19 15:07:19","U","2023-12-21 02:40:00","식육(숯불구이)","386681.543461017","187895.727708814","식육(숯불구이)","0","0","","","","0","0","0","0","0","","0","0","N","53.72","","","",
"727","일반음식점","07_24_04_P","3530000","3530000-101-2021-00566","2021-11-29","","03","폐업","02","폐업","2024-01-31","","","","031 497 3990","37.17","405-835","인천광역시 남동구 구월동 1183-20 1층","인천광역시 남동구 남동대로702번길 15-3, 1층 (구월동)","21577","한식배달","2024-01-31 10:15:56","U","2024-02-02 02:40:00","한식","174092.88535974","438151.028476209","한식","0","0","","","","0","0","0","0","0","","0","0","N","37.17","","","",
"728","일반음식점","07_24_04_P","3450000","3450000-101-2023-00429","2023-11-17","","03","폐업","02","폐업","2023-12-26","","","","","33.05","702-040","대구광역시 북구 대현동 415-5","대구광역시 북구 대현로 50, 1층 (대현동)","41571","(주)나래에프앤비","2023-12-26 15:18:02","U","2023-12-28 02:40:00","한식","344880.559698908","266078.794008681","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","33.05","","","",
"729","일반음식점","07_24_04_P","3710000","3710000-101-2023-00156","2023-11-14","","03","폐업","02","폐업","2023-11-16","","","","","","682-713","울산광역시 동구 서부동 105-3 현대백화점","울산광역시 동구 방어진순환도로 899, 현대백화점 지하1층 (서부동)","44033","금덕푸드","2023-11-17 04:15:09","U","2023-11-19 02:40:00","기타","420520.452195917","227362.248793607","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"730","일반음식점","07_24_04_P","3480000","3480000-101-2023-00250","2023-10-16","","03","폐업","02","폐업","2023-10-22","","","","","0.00","711-839","대구광역시 달성군 화원읍 성산리 744-11 사문진 상설야외공연장","","","새싹","2023-10-23 04:15:09","U","2023-10-25 02:40:00","한식","333435.16172008","257996.611299896","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"731","일반음식점","07_24_04_P","5340000","5340000-101-2023-00131","2023-10-16","","03","폐업","02","폐업","2024-08-19","","","","","45.00","664-040","경상남도 사천시 대방동 721 삼천포회센타","경상남도 사천시 사천대로 3-6, 1층 (대방동)","52555","삼천포거북이조개포차","2024-08-19 15:00:02","U","2024-08-21 02:40:00","한식","296140.018901082","159779.687461781","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","45","","","",
"732","일반음식점","07_24_04_P","3510500","3510500-101-2023-00371","2023-09-20","","03","폐업","02","폐업","2023-11-29","","","","","71.10","","인천광역시 미추홀구 주안동 0 포레나 미추홀","인천광역시 미추홀구 경인로 372, 201동 2층 2004~2006호 (주안동, 포레나 미추홀)","22148","올드페리도넛 인천아인병원점 1호","2023-11-29 13:40:20","U","2023-12-01 02:40:00","기타","","","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","71.1","","","",
"733","일반음식점","07_24_04_P","5050000","5050000-101-2023-00357","2023-09-20","","03","폐업","02","폐업","2023-09-20","","","","","","780-460","경상북도 경주시 시래동 305","경상북도 경주시 산업로 2984, 1층 (시래동)","38129","이마트24 경주불국점","2023-09-20 14:42:58","I","2023-09-22 00:18:14","기타","408126.153759211","255056.059722447","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"734","일반음식점","07_24_04_P","5310000","5310000-101-2023-00327","2023-09-20","","03","폐업","02","폐업","2023-10-22","","","","","64.00","660-260","경상남도 진주시 망경동 0 남강둔치(진주음식큰잔치 행사장) 망경6호점","","","한국자유총연맹진주시지회여성회","2023-10-23 04:15:10","U","2023-10-25 02:40:00","한식","","","한식","0","0","","","","0","0","0","0","0","","0","0","N","64","","","",
"735","일반음식점","07_24_04_P","3330000","3330000-101-2023-00441","2023-09-20","","03","폐업","02","폐업","2023-09-24","","","","","","612-704","부산광역시 해운대구 우동 1500 벡스코","부산광역시 해운대구 APEC로 55, 벡스코 제1전시장 1층 (우동)","48060","남선관 컬투","2023-09-25 04:15:09","U","2023-09-27 02:40:00","기타","394482.139208377","187606.035424193","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"736","일반음식점","07_24_04_P","3710000","3710000-101-2023-00129","2023-10-10","","03","폐업","02","폐업","2024-07-18","","","","","34.20","682-816","울산광역시 동구 전하동 630-1 e편한세상 전하","울산광역시 동구 봉수로 290, 216호 (전하동, e편한세상 전하)","44041","정국밥소금구이","2024-07-18 16:16:59","U","2024-07-20 02:40:00","분식","419833.645729672","226255.215201492","분식","0","0","아파트지역","","상수도전용","0","0","0","0","0","","0","0","N","34.2","","","",
"737","일반음식점","07_24_04_P","3010000","3010000-101-2023-00572","2023-11-23","","03","폐업","02","폐업","2024-10-07","","","","","18.00","100-841","서울특별시 중구 신당동 369-47","서울특별시 중구 다산로 118, 1층 (신당동)","04597","과일일등","2024-10-07 14:41:12","U","2024-10-09 02:40:00","기타","200869.603374216","450219.999653877","기타","0","0","","","","0","0","0","0","0","","0","0","N","18","","","",
"738","일반음식점","07_24_04_P","3820000","3820000-101-2023-00526","2023-11-23","","03","폐업","02","폐업","2024-10-15","","","","","3.45","480-861","경기도 의정부시 민락동 550-4 민락e-편한세상 B03호","경기도 의정부시 승지로 27, 민락e-편한세상 상가동 지하1층 B03호 (민락동)","11808","스윗투고","2024-10-15 17:17:41","U","2024-10-17 02:40:00","분식","208076.148258837","470676.216419786","분식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","3.45","","","",
"739","일반음식점","07_24_04_P","3130000","3130000-101-2023-01112","2023-11-23","","03","폐업","02","폐업","2024-06-12","","","","","90.00","121-817","서울특별시 마포구 동교동 163-19","서울특별시 마포구 홍익로6길 8, 지1층 (동교동)","04050","치킨바 오","2024-06-12 15:52:40","U","2024-06-14 02:40:00","호프/통닭","193085.025997222","450294.181191333","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","90","","","",
"740","일반음식점","07_24_04_P","3620000","3620000-101-2023-00444","2023-11-23","","03","폐업","02","폐업","2024-09-04","","","","","28.21","500-896","광주광역시 북구 양산동 990-1 1층","광주광역시 북구 자라봉로 38, 1층 (양산동)","61071","자유광장","2024-09-04 16:04:18","U","2024-09-06 02:40:00","기타","188797.18877101","189834.754951334","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","28.21","","","",
"741","일반음식점","07_24_04_P","3700000","3700000-101-2023-00506","2023-11-23","","03","폐업","02","폐업","2023-12-22","","","","","","680-830","울산광역시 남구 신정동 952-14","울산광역시 남구 수암로54번길 61, 1층 (신정동)","44743","21세기식당(21st centry kitchen)","2023-12-22 15:59:02","U","2023-12-24 02:40:00","한식","409932.664569525","227555.484303837","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"742","일반음식점","07_24_04_P","3490000","3490000-101-2023-00400","2023-11-21","","03","폐업","02","폐업","2024-10-22","","","","","83.16","400-821","인천광역시 중구 운북동 789-376 1층 101,102호","인천광역시 중구 영종순환로 824, 1층 101,102호 (운북동)","22356","영토","2024-10-22 16:41:08","U","2024-10-24 02:40:00","기타","155757.488938967","446191.315143421","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","83.16","","","",
"743","일반음식점","07_24_04_P","3490000","3490000-101-2023-00399","2023-11-21","","03","폐업","02","폐업","2024-07-29","","","","","21.00","400-320","인천광역시 중구 중산동 1888-1 인천영종하늘 호반써밋 스카이센트럴 980동 102호","인천광역시 중구 두미포로 113, 980동 1층 102호 (중산동, 인천영종하늘 호반써밋 스카이센트럴)","22394","모어토스트","2024-07-29 10:08:04","U","2024-07-31 02:40:00","기타","161681.185514014","443749.725580352","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","21","","","",
"744","일반음식점","07_24_04_P","3560000","3560000-101-2023-00848","2023-11-21","","03","폐업","02","폐업","2023-12-01","","","","","128.30","404-290","인천광역시 서구 왕길동 635-3 일부호","인천광역시 서구 완정로 193, 1층 일부호 (왕길동)","22616","강순자옛맛김치찌개 검단사거리점","2023-12-01 15:49:17","U","2023-12-03 02:40:00","한식","169452.468147512","455655.806721073","한식","0","0","","","","0","0","0","0","0","","0","0","N","128.3","","","",
"745","일반음식점","07_24_04_P","3560000","3560000-101-2023-00844","2023-11-21","","03","폐업","02","폐업","2024-08-02","","","","","39.48","404-140","인천광역시 서구 백석동 0 검암역로열파크씨티푸르지오1단지 3동 101호","인천광역시 서구 한들로 33, 3동 1층 101호 (백석동, 검암역로열파크씨티푸르지오1단지)","22687","민경's 쿡","2024-08-02 14:00:27","U","2024-08-04 02:40:00","한식","","","한식","0","0","","","","0","0","0","0","0","","0","0","N","39.48","","","",
"746","일반음식점","07_24_04_P","3610000","3610000-101-2023-00158","2023-10-16","","03","폐업","02","폐업","2023-11-11","","","","","","503-020","광주광역시 남구 구동 21-1","광주광역시 남구 중앙로107번길 15, 시민회관동 1층 (구동)","61636","나젤로","2023-11-12 04:15:10","U","2023-11-14 02:40:00","분식","191643.591368896","183098.450619473","분식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"747","일반음식점","07_24_04_P","4060000","4060000-101-2023-00695","2023-10-16","","03","폐업","02","폐업","2024-04-22","","","","","32.85","413-902","경기도 파주시 문산읍 선유리 1409 경남아너스빌","경기도 파주시 문산읍 독서울1길 21, 1층 102호 (경남아너스빌)","10812","김밥버거 파주점","2024-04-22 10:19:49","U","2024-04-24 02:40:00","한식","182586.595156039","484795.685967643","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","32.85","","","",
"748","일반음식점","07_24_04_P","4221000","4221000-101-2023-00065","2023-10-10","","03","폐업","02","폐업","2023-10-15","","","","","","","강원특별자치도 태백시 철암동 341-21","","","광희네 구이집","2023-10-16 04:15:11","U","2023-10-18 02:40:00","기타","381399.973317751","404329.008855411","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"749","일반음식점","07_24_04_P","4221000","4221000-101-2023-00064","2023-10-10","","03","폐업","02","폐업","2023-10-15","","","","","","","강원특별자치도 태백시 철암동 341-21","","","태백950","2023-10-16 04:15:11","U","2023-10-18 02:40:00","기타","381399.973317751","404329.008855411","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"750","일반음식점","07_24_04_P","4221000","4221000-101-2023-00063","2023-10-10","","03","폐업","02","폐업","2023-10-15","","","","","","","강원특별자치도 태백시 철암동 341-21","","","돈라온","2023-10-16 04:15:11","U","2023-10-18 02:40:00","한식","381399.973317751","404329.008855411","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"751","일반음식점","07_24_04_P","4221000","4221000-101-2023-00062","2023-10-10","","03","폐업","02","폐업","2023-10-15","","","","","","","강원특별자치도 태백시 철암동 341-21","","","철암석공구내식당","2023-10-16 04:15:11","U","2023-10-18 02:40:00","한식","381399.973317751","404329.008855411","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"752","일반음식점","07_24_04_P","4221000","4221000-101-2023-00061","2023-10-10","","03","폐업","02","폐업","2023-10-15","","","","","","","강원특별자치도 태백시 철암동 341-21","","","신흥실비식당","2023-10-16 04:15:11","U","2023-10-18 02:40:00","한식","381399.973317751","404329.008855411","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"753","일반음식점","07_24_04_P","4221000","4221000-101-2023-00060","2023-10-10","","03","폐업","02","폐업","2023-10-15","","","","","","","강원특별자치도 태백시 철암동 341-21","","","나들포차","2023-10-16 04:15:11","U","2023-10-18 02:40:00","한식","381399.973317751","404329.008855411","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"754","일반음식점","07_24_04_P","4221000","4221000-101-2023-00059","2023-10-10","","03","폐업","02","폐업","2023-10-15","","","","","","","강원특별자치도 태백시 철암동 341-21","","","면사무소","2023-10-16 04:15:11","U","2023-10-18 02:40:00","한식","381399.973317751","404329.008855411","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"755","일반음식점","07_24_04_P","5600000","5600000-101-2023-00151","2023-09-20","","03","폐업","02","폐업","2023-09-24","","","","","780.00","487-871","경기도 포천시 군내면 구읍리 691 일원(2023 농축산물축제 행사장 풍류마당","","","2023 포천농축산물축제 풍류마당","2023-09-25 04:15:09","U","2023-09-27 02:40:00","기타","217578.524073521","487344.051763684","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","780","","","",
"756","일반음식점","07_24_04_P","5470000","5470000-101-2023-00050","2023-09-20","","03","폐업","02","폐업","2023-10-15","","","","","0.00","670-805","경상남도 거창군 거창읍 양평리 1160 거창스포츠파크 실내체육관 앞 주차장","경상남도 거창군 거창읍 심소정길 39-36, 거창스포츠파크 실내체육관 앞 주차장","50126","거창군여성단체협의회","2023-10-16 04:15:11","U","2023-10-18 02:40:00","기타","283920.055491687","244179.928393413","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"757","일반음식점","07_24_04_P","4060000","4060000-101-2023-00631","2023-09-20","","03","폐업","02","폐업","2024-01-19","","","","","113.40","413-801","경기도 파주시 금촌동 329-223","경기도 파주시 새꽃로 202, 지1층 (금촌동)","10930","캠프라이브","2024-01-19 18:14:41","U","2024-01-21 02:40:00","라이브카페","180080.787105373","473664.352280266","라이브카페","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","113.4","","","",
"758","일반음식점","07_24_04_P","3230000","3230000-101-2023-00784","2023-10-10","","03","폐업","02","폐업","2023-10-15","","","","","25.00","138-829","서울특별시 송파구 방이동 88 올림픽공원","서울특별시 송파구 올림픽로 424, 올림픽공원 88잔디마당 (방이동)","05540","엘앤케이","2023-10-16 04:15:09","U","2023-10-18 02:40:00","한식","210199.45921923","446539.279382444","한식","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"759","일반음식점","07_24_04_P","4830000","4830000-101-2023-00215","2023-11-23","","03","폐업","02","폐업","2024-02-27","","","","","154.01","520-350","전라남도 나주시 빛가람동 348-20 LS타워1동 202호","전라남도 나주시 배멧3길 19-7, LS타워1동 202호 (빛가람동)","58325","쌈돈가스","2024-02-27 16:11:43","U","2024-02-29 02:40:00","경양식","180392.322172235","168996.931791518","경양식","0","0","","","","0","0","0","0","0","","0","0","Y","154.01","","","",
"760","일반음식점","07_24_04_P","4830000","4830000-101-2023-00214","2023-11-23","","03","폐업","02","폐업","2023-12-07","","","","","192.00","520-881","전라남도 나주시 왕곡면 덕산리 576-11 1층","전라남도 나주시 왕곡면 덕실길 27-4, 1층","58296","카페 정원","2023-12-07 11:51:11","U","2023-12-09 02:40:00","기타","170365.08249594","163376.478323813","기타","0","0","","","","0","0","0","0","0","","0","0","N","192","","","",
